,N1,N2,N3,N4,N5,E1,E2,Winner,Winning Serie,Gain
2645,20.0,3.0,40.0,46.0,17.0,5.0,6.0,0.0,0.0,0.0
2646,23.0,31.0,37.0,30.0,35.0,12.0,1.0,0.0,0.0,0.0
2647,38.0,43.0,25.0,8.0,26.0,8.0,4.0,0.0,0.0,0.0
2648,10.0,17.0,32.0,40.0,44.0,4.0,8.0,0.0,0.0,0.0
2649,39.0,36.0,30.0,14.0,47.0,6.0,3.0,0.0,0.0,0.0
2650,10.0,47.0,40.0,8.0,1.0,9.0,2.0,0.0,0.0,0.0
2651,47.0,35.0,21.0,45.0,13.0,7.0,11.0,0.0,0.0,0.0
2652,22.0,25.0,23.0,11.0,35.0,4.0,12.0,0.0,0.0,0.0
2653,34.0,30.0,50.0,48.0,1.0,9.0,6.0,0.0,0.0,0.0
2654,9.0,13.0,21.0,32.0,22.0,7.0,9.0,0.0,0.0,0.0
2655,10.0,49.0,37.0,48.0,23.0,4.0,3.0,0.0,0.0,0.0
2656,16.0,21.0,11.0,32.0,8.0,8.0,9.0,0.0,0.0,0.0
2657,40.0,50.0,31.0,44.0,11.0,12.0,5.0,0.0,0.0,0.0
2658,33.0,1.0,13.0,23.0,26.0,4.0,2.0,0.0,0.0,0.0
2659,6.0,28.0,18.0,29.0,17.0,8.0,6.0,0.0,0.0,0.0
2660,19.0,44.0,15.0,21.0,11.0,4.0,12.0,0.0,0.0,0.0
2661,47.0,41.0,14.0,26.0,11.0,2.0,10.0,0.0,0.0,0.0
2662,35.0,28.0,13.0,8.0,47.0,8.0,3.0,0.0,0.0,0.0
2663,26.0,15.0,30.0,49.0,46.0,6.0,4.0,0.0,0.0,0.0
2664,32.0,23.0,28.0,12.0,5.0,10.0,4.0,0.0,0.0,0.0
2665,15.0,40.0,3.0,14.0,46.0,1.0,4.0,0.0,0.0,0.0
2666,31.0,45.0,21.0,15.0,9.0,3.0,5.0,0.0,0.0,0.0
2667,2.0,45.0,29.0,40.0,35.0,1.0,7.0,0.0,0.0,0.0
2668,7.0,8.0,40.0,2.0,36.0,1.0,8.0,0.0,0.0,0.0
2669,7.0,37.0,49.0,39.0,24.0,12.0,10.0,0.0,0.0,0.0
2670,33.0,8.0,40.0,37.0,11.0,12.0,1.0,0.0,0.0,0.0
2671,37.0,13.0,14.0,45.0,22.0,5.0,2.0,0.0,0.0,0.0
2672,4.0,2.0,21.0,27.0,47.0,7.0,6.0,0.0,0.0,0.0
2673,38.0,40.0,14.0,49.0,39.0,5.0,3.0,0.0,0.0,0.0
2674,6.0,19.0,2.0,25.0,46.0,1.0,7.0,0.0,0.0,0.0
2675,34.0,36.0,23.0,27.0,16.0,7.0,11.0,0.0,0.0,0.0
2676,2.0,4.0,8.0,32.0,6.0,7.0,12.0,0.0,0.0,0.0
2677,37.0,27.0,5.0,13.0,14.0,11.0,9.0,0.0,0.0,0.0
2678,47.0,21.0,16.0,43.0,14.0,4.0,3.0,0.0,0.0,0.0
2679,3.0,7.0,36.0,32.0,14.0,4.0,6.0,0.0,0.0,0.0
2680,4.0,27.0,41.0,30.0,47.0,8.0,10.0,0.0,0.0,0.0
2681,4.0,6.0,35.0,30.0,18.0,12.0,2.0,0.0,0.0,0.0
2682,21.0,9.0,46.0,29.0,18.0,9.0,1.0,0.0,0.0,0.0
2683,25.0,42.0,8.0,16.0,3.0,3.0,4.0,0.0,0.0,0.0
2684,19.0,32.0,3.0,16.0,10.0,6.0,12.0,0.0,0.0,0.0
2685,35.0,8.0,19.0,21.0,22.0,12.0,5.0,0.0,0.0,0.0
2686,27.0,6.0,40.0,32.0,39.0,10.0,1.0,0.0,0.0,0.0
2687,28.0,46.0,7.0,50.0,26.0,7.0,1.0,0.0,0.0,0.0
2688,30.0,18.0,3.0,27.0,11.0,6.0,8.0,0.0,0.0,0.0
2689,8.0,20.0,15.0,41.0,9.0,3.0,8.0,0.0,0.0,0.0
2690,42.0,2.0,14.0,48.0,45.0,9.0,2.0,0.0,0.0,0.0
2691,41.0,17.0,7.0,43.0,38.0,2.0,6.0,0.0,0.0,0.0
2692,16.0,32.0,43.0,9.0,26.0,5.0,11.0,0.0,0.0,0.0
2693,47.0,14.0,44.0,48.0,13.0,7.0,10.0,0.0,0.0,0.0
2694,48.0,18.0,41.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0
2695,9.0,29.0,26.0,38.0,46.0,12.0,2.0,0.0,0.0,0.0
2696,41.0,49.0,9.0,40.0,20.0,2.0,7.0,0.0,0.0,0.0
2697,38.0,13.0,4.0,42.0,40.0,10.0,11.0,0.0,0.0,0.0
2698,12.0,14.0,26.0,28.0,24.0,5.0,6.0,0.0,0.0,0.0
2699,20.0,9.0,45.0,36.0,8.0,10.0,6.0,0.0,0.0,0.0
2700,21.0,26.0,32.0,10.0,42.0,9.0,5.0,0.0,0.0,0.0
2701,31.0,44.0,19.0,4.0,14.0,3.0,2.0,0.0,0.0,0.0
2702,2.0,28.0,33.0,41.0,16.0,9.0,3.0,0.0,0.0,0.0
2703,36.0,41.0,48.0,1.0,22.0,4.0,1.0,0.0,0.0,0.0
2704,30.0,9.0,26.0,47.0,21.0,3.0,10.0,0.0,0.0,0.0
2705,8.0,31.0,24.0,47.0,29.0,11.0,10.0,0.0,0.0,0.0
2706,4.0,8.0,45.0,43.0,50.0,8.0,3.0,0.0,0.0,0.0
2707,47.0,5.0,19.0,26.0,41.0,9.0,10.0,0.0,0.0,0.0
2708,8.0,49.0,31.0,14.0,25.0,6.0,12.0,0.0,0.0,0.0
2709,12.0,34.0,24.0,49.0,17.0,9.0,3.0,0.0,0.0,0.0
2710,42.0,33.0,2.0,25.0,34.0,11.0,6.0,0.0,0.0,0.0
2711,10.0,7.0,34.0,46.0,41.0,12.0,1.0,0.0,0.0,0.0
2712,26.0,7.0,37.0,33.0,34.0,2.0,10.0,0.0,0.0,0.0
2713,17.0,33.0,16.0,29.0,35.0,11.0,4.0,0.0,0.0,0.0
2714,2.0,41.0,19.0,44.0,39.0,10.0,2.0,0.0,0.0,0.0
2715,33.0,39.0,44.0,7.0,15.0,2.0,12.0,0.0,0.0,0.0
2716,14.0,29.0,7.0,3.0,40.0,2.0,6.0,0.0,0.0,0.0
2717,7.0,10.0,30.0,3.0,2.0,7.0,10.0,0.0,0.0,0.0
2718,40.0,13.0,30.0,33.0,47.0,1.0,5.0,0.0,0.0,0.0
2719,24.0,11.0,44.0,17.0,26.0,10.0,4.0,0.0,0.0,0.0
2720,21.0,48.0,24.0,31.0,28.0,5.0,11.0,0.0,0.0,0.0
2721,24.0,47.0,18.0,3.0,39.0,8.0,9.0,0.0,0.0,0.0
2722,4.0,14.0,36.0,38.0,29.0,5.0,6.0,0.0,0.0,0.0
2723,46.0,1.0,18.0,42.0,27.0,9.0,4.0,0.0,0.0,0.0
2724,31.0,3.0,2.0,15.0,12.0,9.0,1.0,0.0,0.0,0.0
2725,17.0,30.0,9.0,49.0,25.0,4.0,8.0,0.0,0.0,0.0
2726,12.0,24.0,14.0,23.0,6.0,11.0,5.0,0.0,0.0,0.0
2727,31.0,10.0,12.0,5.0,39.0,9.0,7.0,0.0,0.0,0.0
2728,4.0,20.0,32.0,25.0,11.0,4.0,11.0,0.0,0.0,0.0
2729,42.0,6.0,7.0,10.0,35.0,10.0,2.0,0.0,0.0,0.0
2730,5.0,33.0,46.0,50.0,27.0,9.0,11.0,0.0,0.0,0.0
2731,19.0,41.0,48.0,38.0,16.0,12.0,9.0,0.0,0.0,0.0
2732,2.0,26.0,46.0,17.0,9.0,5.0,8.0,0.0,0.0,0.0
2733,19.0,9.0,36.0,15.0,32.0,9.0,2.0,0.0,0.0,0.0
2734,46.0,4.0,13.0,50.0,28.0,7.0,10.0,0.0,0.0,0.0
2735,32.0,30.0,23.0,38.0,44.0,9.0,5.0,0.0,0.0,0.0
2736,33.0,19.0,48.0,4.0,28.0,10.0,12.0,0.0,0.0,0.0
2737,15.0,44.0,24.0,49.0,9.0,3.0,10.0,0.0,0.0,0.0
2738,26.0,22.0,49.0,25.0,7.0,9.0,7.0,0.0,0.0,0.0
2739,34.0,46.0,13.0,50.0,6.0,4.0,8.0,0.0,0.0,0.0
2740,15.0,45.0,42.0,6.0,34.0,5.0,3.0,0.0,0.0,0.0
2741,35.0,36.0,1.0,30.0,7.0,8.0,4.0,0.0,0.0,0.0
2742,46.0,15.0,26.0,50.0,28.0,2.0,4.0,0.0,0.0,0.0
2743,6.0,24.0,48.0,49.0,17.0,10.0,8.0,0.0,0.0,0.0
2744,45.0,1.0,48.0,16.0,30.0,3.0,6.0,0.0,0.0,0.0
2745,16.0,46.0,30.0,10.0,32.0,6.0,4.0,0.0,0.0,0.0
2746,38.0,31.0,41.0,36.0,7.0,1.0,9.0,0.0,0.0,0.0
2747,16.0,49.0,30.0,38.0,21.0,8.0,2.0,0.0,0.0,0.0
2748,48.0,4.0,24.0,30.0,11.0,3.0,2.0,0.0,0.0,0.0
2749,43.0,47.0,24.0,50.0,8.0,7.0,8.0,0.0,0.0,0.0
2750,44.0,50.0,41.0,1.0,4.0,12.0,2.0,0.0,0.0,0.0
2751,31.0,22.0,37.0,35.0,12.0,7.0,2.0,0.0,0.0,0.0
2752,47.0,39.0,20.0,49.0,32.0,11.0,7.0,0.0,0.0,0.0
2753,41.0,28.0,31.0,44.0,33.0,12.0,2.0,0.0,0.0,0.0
2754,40.0,3.0,43.0,8.0,19.0,2.0,9.0,0.0,0.0,0.0
2755,37.0,45.0,14.0,31.0,36.0,4.0,3.0,0.0,0.0,0.0
2756,29.0,39.0,2.0,9.0,49.0,12.0,11.0,0.0,0.0,0.0
2757,21.0,15.0,43.0,50.0,17.0,1.0,9.0,0.0,0.0,0.0
2758,6.0,28.0,11.0,38.0,21.0,12.0,9.0,0.0,0.0,0.0
2759,7.0,3.0,23.0,46.0,50.0,9.0,12.0,0.0,0.0,0.0
2760,24.0,34.0,14.0,29.0,37.0,8.0,11.0,0.0,0.0,0.0
2761,5.0,20.0,9.0,28.0,15.0,11.0,9.0,0.0,0.0,0.0
2762,37.0,43.0,14.0,28.0,12.0,4.0,6.0,0.0,0.0,0.0
2763,14.0,37.0,40.0,3.0,13.0,3.0,6.0,0.0,0.0,0.0
2764,7.0,36.0,46.0,11.0,22.0,5.0,7.0,0.0,0.0,0.0
2765,22.0,43.0,49.0,1.0,14.0,8.0,11.0,0.0,0.0,0.0
2766,14.0,38.0,1.0,39.0,5.0,12.0,6.0,0.0,0.0,0.0
2767,6.0,42.0,43.0,34.0,24.0,8.0,6.0,0.0,0.0,0.0
2768,32.0,16.0,45.0,24.0,7.0,10.0,7.0,0.0,0.0,0.0
2769,21.0,42.0,16.0,32.0,33.0,11.0,9.0,0.0,0.0,0.0
2770,7.0,6.0,29.0,49.0,28.0,6.0,4.0,0.0,0.0,0.0
2771,43.0,15.0,14.0,27.0,50.0,12.0,9.0,0.0,0.0,0.0
2772,32.0,12.0,20.0,8.0,21.0,9.0,7.0,0.0,0.0,0.0
2773,27.0,7.0,9.0,24.0,43.0,11.0,6.0,0.0,0.0,0.0
2774,19.0,46.0,42.0,4.0,26.0,8.0,1.0,0.0,0.0,0.0
2775,24.0,20.0,32.0,2.0,1.0,5.0,8.0,0.0,0.0,0.0
2776,16.0,23.0,36.0,48.0,42.0,6.0,10.0,0.0,0.0,0.0
2777,34.0,26.0,18.0,16.0,32.0,7.0,10.0,0.0,0.0,0.0
2778,25.0,28.0,48.0,47.0,11.0,2.0,3.0,0.0,0.0,0.0
2779,36.0,12.0,7.0,22.0,35.0,1.0,4.0,0.0,0.0,0.0
2780,41.0,37.0,2.0,34.0,49.0,11.0,7.0,0.0,0.0,0.0
2781,28.0,49.0,37.0,23.0,18.0,3.0,7.0,0.0,0.0,0.0
2782,15.0,9.0,8.0,26.0,29.0,6.0,1.0,0.0,0.0,0.0
2783,16.0,18.0,11.0,8.0,25.0,5.0,1.0,0.0,0.0,0.0
2784,48.0,34.0,15.0,35.0,18.0,11.0,3.0,0.0,0.0,0.0
2785,22.0,39.0,7.0,34.0,9.0,6.0,4.0,0.0,0.0,0.0
2786,44.0,31.0,47.0,42.0,46.0,4.0,5.0,0.0,0.0,0.0
2787,42.0,8.0,22.0,5.0,20.0,3.0,2.0,0.0,0.0,0.0
2788,8.0,37.0,31.0,13.0,36.0,1.0,8.0,0.0,0.0,0.0
2789,45.0,12.0,7.0,11.0,24.0,3.0,6.0,0.0,0.0,0.0
2790,15.0,48.0,4.0,35.0,18.0,11.0,2.0,0.0,0.0,0.0
2791,4.0,34.0,31.0,6.0,41.0,2.0,6.0,0.0,0.0,0.0
2792,38.0,33.0,24.0,3.0,12.0,6.0,10.0,0.0,0.0,0.0
2793,12.0,39.0,45.0,44.0,22.0,3.0,10.0,0.0,0.0,0.0
2794,14.0,39.0,24.0,43.0,35.0,2.0,8.0,0.0,0.0,0.0
2795,38.0,21.0,35.0,43.0,12.0,11.0,8.0,0.0,0.0,0.0
2796,12.0,16.0,3.0,37.0,18.0,11.0,1.0,0.0,0.0,0.0
2797,34.0,45.0,12.0,9.0,41.0,5.0,6.0,0.0,0.0,0.0
2798,44.0,37.0,1.0,49.0,12.0,9.0,8.0,0.0,0.0,0.0
2799,48.0,30.0,21.0,39.0,27.0,8.0,3.0,0.0,0.0,0.0
2800,38.0,50.0,8.0,32.0,16.0,2.0,12.0,0.0,0.0,0.0
2801,29.0,1.0,50.0,37.0,41.0,2.0,10.0,0.0,0.0,0.0
2802,48.0,22.0,19.0,27.0,28.0,3.0,11.0,0.0,0.0,0.0
2803,31.0,10.0,2.0,7.0,11.0,11.0,9.0,0.0,0.0,0.0
2804,23.0,26.0,20.0,22.0,37.0,10.0,12.0,0.0,0.0,0.0
2805,35.0,5.0,18.0,14.0,48.0,5.0,1.0,0.0,0.0,0.0
2806,3.0,34.0,28.0,37.0,33.0,7.0,3.0,0.0,0.0,0.0
2807,36.0,32.0,23.0,19.0,46.0,7.0,6.0,0.0,0.0,0.0
2808,49.0,22.0,33.0,47.0,19.0,10.0,2.0,0.0,0.0,0.0
2809,9.0,42.0,46.0,49.0,35.0,11.0,8.0,0.0,0.0,0.0
2810,38.0,15.0,35.0,40.0,5.0,9.0,6.0,0.0,0.0,0.0
2811,35.0,15.0,8.0,46.0,47.0,4.0,5.0,0.0,0.0,0.0
2812,35.0,26.0,34.0,42.0,9.0,7.0,12.0,0.0,0.0,0.0
2813,48.0,31.0,17.0,34.0,14.0,9.0,7.0,0.0,0.0,0.0
2814,13.0,2.0,4.0,15.0,24.0,7.0,3.0,0.0,0.0,0.0
2815,33.0,10.0,9.0,36.0,29.0,1.0,12.0,0.0,0.0,0.0
2816,42.0,20.0,10.0,36.0,11.0,12.0,2.0,0.0,0.0,0.0
2817,41.0,28.0,35.0,42.0,24.0,11.0,8.0,0.0,0.0,0.0
2818,13.0,6.0,49.0,10.0,12.0,6.0,3.0,0.0,0.0,0.0
2819,12.0,27.0,38.0,1.0,42.0,9.0,7.0,0.0,0.0,0.0
2820,22.0,4.0,40.0,34.0,6.0,11.0,5.0,0.0,0.0,0.0
2821,34.0,44.0,36.0,31.0,23.0,1.0,8.0,0.0,0.0,0.0
2822,6.0,32.0,41.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0
2823,10.0,30.0,35.0,14.0,21.0,2.0,1.0,0.0,0.0,0.0
2824,46.0,11.0,25.0,31.0,8.0,11.0,6.0,0.0,0.0,0.0
2825,32.0,14.0,15.0,16.0,42.0,8.0,11.0,0.0,0.0,0.0
2826,1.0,34.0,21.0,17.0,28.0,12.0,2.0,0.0,0.0,0.0
2827,31.0,38.0,19.0,36.0,29.0,1.0,3.0,0.0,0.0,0.0
2828,47.0,5.0,3.0,20.0,37.0,7.0,6.0,0.0,0.0,0.0
2829,3.0,35.0,43.0,14.0,33.0,2.0,12.0,0.0,0.0,0.0
2830,1.0,23.0,19.0,45.0,32.0,11.0,4.0,0.0,0.0,0.0
2831,50.0,31.0,39.0,11.0,45.0,10.0,5.0,0.0,0.0,0.0
2832,50.0,26.0,34.0,14.0,20.0,8.0,1.0,0.0,0.0,0.0
2833,37.0,43.0,16.0,32.0,21.0,1.0,2.0,0.0,0.0,0.0
2834,32.0,19.0,48.0,9.0,42.0,4.0,11.0,0.0,0.0,0.0
2835,42.0,7.0,16.0,1.0,35.0,10.0,3.0,0.0,0.0,0.0
2836,31.0,24.0,44.0,25.0,37.0,7.0,1.0,0.0,0.0,0.0
2837,14.0,9.0,18.0,26.0,37.0,5.0,7.0,0.0,0.0,0.0
2838,2.0,20.0,48.0,9.0,47.0,3.0,11.0,0.0,0.0,0.0
2839,31.0,29.0,46.0,35.0,11.0,8.0,6.0,0.0,0.0,0.0
2840,36.0,8.0,9.0,4.0,11.0,2.0,8.0,0.0,0.0,0.0
2841,19.0,46.0,12.0,34.0,21.0,7.0,8.0,0.0,0.0,0.0
2842,12.0,5.0,7.0,45.0,47.0,2.0,8.0,0.0,0.0,0.0
2843,9.0,36.0,4.0,39.0,1.0,2.0,6.0,0.0,0.0,0.0
2844,43.0,8.0,39.0,7.0,23.0,9.0,6.0,0.0,0.0,0.0
2845,14.0,11.0,49.0,15.0,43.0,12.0,2.0,0.0,0.0,0.0
2846,31.0,22.0,26.0,50.0,37.0,11.0,10.0,0.0,0.0,0.0
2847,39.0,18.0,44.0,31.0,22.0,8.0,7.0,0.0,0.0,0.0
2848,2.0,23.0,31.0,12.0,40.0,10.0,2.0,0.0,0.0,0.0
2849,30.0,42.0,18.0,11.0,49.0,2.0,4.0,0.0,0.0,0.0
2850,18.0,46.0,8.0,4.0,23.0,11.0,12.0,0.0,0.0,0.0
2851,18.0,2.0,3.0,35.0,7.0,5.0,2.0,0.0,0.0,0.0
2852,42.0,3.0,31.0,7.0,49.0,4.0,6.0,0.0,0.0,0.0
2853,41.0,22.0,30.0,24.0,17.0,6.0,1.0,0.0,0.0,0.0
2854,3.0,19.0,42.0,25.0,45.0,9.0,8.0,0.0,0.0,0.0
2855,10.0,9.0,12.0,31.0,23.0,5.0,4.0,0.0,0.0,0.0
2856,47.0,49.0,22.0,45.0,27.0,6.0,12.0,0.0,0.0,0.0
2857,36.0,46.0,25.0,40.0,50.0,12.0,5.0,0.0,0.0,0.0
2858,45.0,23.0,16.0,37.0,44.0,7.0,4.0,0.0,0.0,0.0
2859,39.0,19.0,17.0,26.0,41.0,9.0,7.0,0.0,0.0,0.0
2860,2.0,32.0,7.0,41.0,19.0,5.0,10.0,0.0,0.0,0.0
2861,34.0,21.0,29.0,13.0,28.0,7.0,2.0,0.0,0.0,0.0
2862,23.0,20.0,11.0,21.0,27.0,8.0,10.0,0.0,0.0,0.0
2863,23.0,30.0,13.0,1.0,47.0,12.0,5.0,0.0,0.0,0.0
2864,19.0,14.0,32.0,22.0,3.0,10.0,9.0,0.0,0.0,0.0
2865,28.0,44.0,13.0,7.0,36.0,8.0,4.0,0.0,0.0,0.0
2866,1.0,35.0,21.0,47.0,37.0,2.0,7.0,0.0,0.0,0.0
2867,10.0,14.0,20.0,16.0,27.0,7.0,10.0,0.0,0.0,0.0
2868,47.0,30.0,3.0,20.0,14.0,11.0,3.0,0.0,0.0,0.0
2869,28.0,40.0,10.0,25.0,42.0,12.0,7.0,0.0,0.0,0.0
2870,23.0,5.0,40.0,37.0,39.0,3.0,6.0,0.0,0.0,0.0
2871,47.0,42.0,43.0,12.0,3.0,9.0,10.0,0.0,0.0,0.0
2872,24.0,49.0,14.0,2.0,47.0,9.0,1.0,0.0,0.0,0.0
2873,5.0,19.0,8.0,17.0,9.0,1.0,7.0,0.0,0.0,0.0
2874,17.0,39.0,24.0,4.0,13.0,12.0,1.0,0.0,0.0,0.0
2875,43.0,12.0,30.0,29.0,36.0,11.0,7.0,0.0,0.0,0.0
2876,40.0,45.0,41.0,16.0,31.0,6.0,5.0,0.0,0.0,0.0
2877,19.0,13.0,34.0,6.0,48.0,1.0,6.0,0.0,0.0,0.0
2878,18.0,2.0,15.0,29.0,28.0,12.0,5.0,0.0,0.0,0.0
2879,10.0,6.0,22.0,18.0,30.0,6.0,11.0,0.0,0.0,0.0
2880,21.0,23.0,1.0,31.0,24.0,10.0,5.0,0.0,0.0,0.0
2881,20.0,33.0,3.0,48.0,36.0,7.0,3.0,0.0,0.0,0.0
2882,44.0,13.0,41.0,22.0,49.0,6.0,1.0,0.0,0.0,0.0
2883,41.0,2.0,45.0,49.0,23.0,3.0,5.0,0.0,0.0,0.0
2884,49.0,9.0,23.0,36.0,44.0,5.0,10.0,0.0,0.0,0.0
2885,31.0,19.0,5.0,7.0,17.0,1.0,12.0,0.0,0.0,0.0
2886,48.0,24.0,34.0,4.0,13.0,6.0,7.0,0.0,0.0,0.0
2887,16.0,4.0,15.0,34.0,37.0,11.0,5.0,0.0,0.0,0.0
2888,24.0,49.0,32.0,3.0,30.0,9.0,7.0,0.0,0.0,0.0
2889,37.0,36.0,6.0,3.0,15.0,3.0,6.0,0.0,0.0,0.0
2890,13.0,23.0,48.0,37.0,44.0,1.0,10.0,0.0,0.0,0.0
2891,2.0,27.0,39.0,47.0,4.0,7.0,11.0,0.0,0.0,0.0
2892,13.0,32.0,48.0,17.0,22.0,5.0,12.0,0.0,0.0,0.0
2893,16.0,42.0,29.0,9.0,25.0,9.0,12.0,0.0,0.0,0.0
2894,26.0,13.0,49.0,43.0,36.0,1.0,10.0,0.0,0.0,0.0
2895,3.0,47.0,24.0,7.0,28.0,6.0,3.0,0.0,0.0,0.0
2896,47.0,29.0,34.0,48.0,23.0,6.0,2.0,0.0,0.0,0.0
2897,3.0,4.0,39.0,46.0,20.0,6.0,11.0,0.0,0.0,0.0
2898,3.0,38.0,16.0,44.0,47.0,9.0,4.0,0.0,0.0,0.0
2899,50.0,35.0,9.0,33.0,40.0,11.0,12.0,0.0,0.0,0.0
2900,4.0,23.0,50.0,8.0,11.0,12.0,10.0,0.0,0.0,0.0
2901,35.0,19.0,20.0,3.0,8.0,5.0,4.0,0.0,0.0,0.0
2902,11.0,3.0,26.0,9.0,50.0,6.0,3.0,0.0,0.0,0.0
2903,3.0,47.0,2.0,17.0,7.0,11.0,1.0,0.0,0.0,0.0
2904,28.0,17.0,15.0,44.0,48.0,7.0,1.0,0.0,0.0,0.0
2905,25.0,3.0,2.0,16.0,47.0,6.0,1.0,0.0,0.0,0.0
2906,45.0,30.0,37.0,46.0,6.0,3.0,5.0,0.0,0.0,0.0
2907,2.0,18.0,33.0,27.0,47.0,10.0,6.0,0.0,0.0,0.0
2908,35.0,30.0,26.0,17.0,47.0,2.0,7.0,0.0,0.0,0.0
2909,16.0,18.0,38.0,50.0,14.0,4.0,11.0,0.0,0.0,0.0
2910,14.0,42.0,47.0,24.0,30.0,4.0,12.0,0.0,0.0,0.0
2911,2.0,37.0,26.0,38.0,31.0,7.0,3.0,0.0,0.0,0.0
2912,4.0,3.0,32.0,30.0,31.0,2.0,5.0,0.0,0.0,0.0
2913,16.0,4.0,41.0,9.0,20.0,10.0,11.0,0.0,0.0,0.0
2914,29.0,22.0,44.0,28.0,12.0,1.0,5.0,0.0,0.0,0.0
2915,11.0,40.0,15.0,47.0,35.0,2.0,11.0,0.0,0.0,0.0
2916,22.0,29.0,9.0,47.0,8.0,5.0,6.0,0.0,0.0,0.0
2917,38.0,32.0,11.0,40.0,19.0,9.0,1.0,0.0,0.0,0.0
2918,30.0,29.0,4.0,26.0,48.0,2.0,6.0,0.0,0.0,0.0
2919,25.0,1.0,41.0,40.0,5.0,4.0,8.0,0.0,0.0,0.0
2920,11.0,23.0,43.0,37.0,3.0,2.0,4.0,0.0,0.0,0.0
2921,8.0,6.0,28.0,9.0,16.0,7.0,1.0,0.0,0.0,0.0
2922,21.0,13.0,41.0,22.0,31.0,1.0,7.0,0.0,0.0,0.0
2923,50.0,27.0,8.0,6.0,41.0,7.0,6.0,0.0,0.0,0.0
2924,6.0,49.0,27.0,3.0,47.0,10.0,1.0,0.0,0.0,0.0
2925,7.0,24.0,8.0,32.0,27.0,11.0,3.0,0.0,0.0,0.0
2926,10.0,36.0,35.0,2.0,27.0,7.0,2.0,0.0,0.0,0.0
2927,48.0,16.0,30.0,1.0,24.0,6.0,4.0,0.0,0.0,0.0
2928,18.0,36.0,40.0,9.0,25.0,7.0,3.0,0.0,0.0,0.0
2929,39.0,7.0,47.0,33.0,45.0,2.0,8.0,0.0,0.0,0.0
2930,2.0,6.0,50.0,43.0,10.0,4.0,7.0,0.0,0.0,0.0
2931,33.0,24.0,47.0,32.0,43.0,3.0,1.0,0.0,0.0,0.0
2932,30.0,4.0,1.0,5.0,33.0,5.0,7.0,0.0,0.0,0.0
2933,27.0,23.0,3.0,24.0,41.0,1.0,4.0,0.0,0.0,0.0
2934,28.0,26.0,33.0,15.0,17.0,9.0,10.0,0.0,0.0,0.0
2935,30.0,33.0,32.0,3.0,14.0,3.0,6.0,0.0,0.0,0.0
2936,33.0,48.0,37.0,49.0,38.0,9.0,6.0,0.0,0.0,0.0
2937,26.0,25.0,15.0,39.0,20.0,10.0,2.0,0.0,0.0,0.0
2938,18.0,7.0,2.0,25.0,11.0,10.0,12.0,0.0,0.0,0.0
2939,36.0,42.0,12.0,20.0,47.0,10.0,8.0,0.0,0.0,0.0
2940,48.0,32.0,15.0,49.0,11.0,11.0,10.0,0.0,0.0,0.0
2941,11.0,22.0,7.0,19.0,23.0,11.0,7.0,0.0,0.0,0.0
2942,49.0,9.0,1.0,16.0,5.0,8.0,12.0,0.0,0.0,0.0
2943,49.0,37.0,39.0,13.0,10.0,10.0,4.0,0.0,0.0,0.0
2944,29.0,13.0,9.0,12.0,19.0,5.0,6.0,0.0,0.0,0.0
2945,45.0,9.0,23.0,5.0,25.0,5.0,6.0,0.0,0.0,0.0
2946,44.0,23.0,7.0,16.0,3.0,2.0,7.0,0.0,0.0,0.0
2947,14.0,2.0,8.0,46.0,20.0,2.0,9.0,0.0,0.0,0.0
2948,14.0,29.0,28.0,21.0,2.0,4.0,12.0,0.0,0.0,0.0
2949,28.0,36.0,23.0,47.0,25.0,7.0,5.0,0.0,0.0,0.0
2950,28.0,16.0,37.0,4.0,46.0,10.0,7.0,0.0,0.0,0.0
2951,48.0,4.0,7.0,45.0,27.0,3.0,12.0,0.0,0.0,0.0
2952,7.0,32.0,9.0,10.0,42.0,11.0,6.0,0.0,0.0,0.0
2953,28.0,4.0,11.0,35.0,18.0,8.0,7.0,0.0,0.0,0.0
2954,41.0,10.0,4.0,42.0,25.0,8.0,7.0,0.0,0.0,0.0
2955,6.0,4.0,23.0,27.0,38.0,8.0,10.0,0.0,0.0,0.0
2956,5.0,48.0,23.0,31.0,28.0,12.0,4.0,0.0,0.0,0.0
2957,9.0,44.0,48.0,26.0,15.0,5.0,6.0,0.0,0.0,0.0
2958,40.0,33.0,4.0,27.0,45.0,10.0,1.0,0.0,0.0,0.0
2959,31.0,46.0,16.0,10.0,27.0,6.0,5.0,0.0,0.0,0.0
2960,12.0,28.0,40.0,35.0,26.0,2.0,7.0,0.0,0.0,0.0
2961,47.0,33.0,11.0,14.0,49.0,6.0,4.0,0.0,0.0,0.0
2962,41.0,8.0,16.0,34.0,4.0,1.0,4.0,0.0,0.0,0.0
2963,40.0,19.0,41.0,17.0,6.0,9.0,6.0,0.0,0.0,0.0
2964,14.0,24.0,34.0,28.0,15.0,5.0,9.0,0.0,0.0,0.0
2965,41.0,35.0,5.0,10.0,45.0,3.0,1.0,0.0,0.0,0.0
2966,44.0,15.0,6.0,31.0,11.0,11.0,7.0,0.0,0.0,0.0
2967,34.0,40.0,36.0,35.0,19.0,7.0,9.0,0.0,0.0,0.0
2968,19.0,11.0,4.0,36.0,23.0,10.0,12.0,0.0,0.0,0.0
